Item Title,Publication Title,Book Series Title,Journal Volume,Journal Issue,Item DOI,Authors,Publication Year,URL,Content Type;;;
A collaboration literacy analytics framework (CLAF): Investigating students’ perspectives on collaboration quality indicators and feedback utilization,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-026-09475-w,Tochukwu Dominic EzeLucas ZurbuchenKhalil AndersonMarcelo Worsley,2026,https://link.springer.com/article/10.1007/s11412-026-09475-w,Article;;;
A quarter century of advances in collaboration sensing: a comprehensive review of high-frequency metrics and their connection to collaborative constructs from 2000 to 2025,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-025-09458-3,Bertrand SchneiderXiao FangShinyi KangPankaj ChejaraJiajun Bu,2025,https://link.springer.com/article/10.1007/s11412-025-09458-3,Article;;;
Measuring Collaboration Quality Through Audio Data and Learning Analytics,Unobtrusive Observations of Learning in Digital Environments,,,,10.1007/978-3-031-30992-2_6,Sambit PraharajMaren ScheffelMarcus SpechtHendrik Drachsler,2023,https://link.springer.com/chapter/10.1007/978-3-031-30992-2_6,Chapter;;;
The role of individual preparation on coordination in computer-supported collaborative learning: a neuroscience perspective on learners’ inter-brain synchrony,Smart Learning Environments,,,,10.1186/s40561-025-00424-y,Wenli ChenQianru LyuMavis M. Y HoJessica S.H TanWeipeng Teo,2026,https://link.springer.com/article/10.1186/s40561-025-00424-y,Article;;;
An Investigation into the Application of Learning Analytics in Collaborative Learning,Technology in Education. Digital and Intelligent Education,,,,10.1007/978-981-96-0205-6_16,Billy T. M. WongKam Cheong LiMengjin Liu,2024,https://link.springer.com/chapter/10.1007/978-981-96-0205-6_16,Conference paper;;;
A pilot study protocol of a relational coordination training intervention among healthcare professionals in an Army medical center,Pilot and Feasibility Studies,,,,10.1186/s40814-025-01596-7,Sherita HouseSusan M. PerkinsMelissa MillerTanekkia Taylor-ClarkRobin Newhouse,2025,https://link.springer.com/article/10.1186/s40814-025-01596-7,Article;;;
Multimodal learning analytics of collaborative patterns during pair programming in higher education,International Journal of Educational Technology in Higher Education,,,,10.1186/s41239-022-00377-z,Weiqi XuYajuan WuFan Ouyang,2023,https://link.springer.com/article/10.1186/s41239-022-00377-z,Article;;;
Electrophysiological Measures for Human–Robot Collaboration Quality Assessment,Discovering the Frontiers of Human-Robot Interaction,,,,10.1007/978-3-031-66656-8_15,Mathias RihetGuillaume SarthouAurélie ClodicRaphaëlle N. Roy,2024,https://link.springer.com/chapter/10.1007/978-3-031-66656-8_15,Chapter;;;
Exploring Indicators for&#xa0;Collaboration Quality and&#xa0;Its Dimensions in&#xa0;Classroom Settings Using Multimodal Learning Analytics,Responsive and Sustainable Educational Futures,,,,10.1007/978-3-031-42682-7_5,Pankaj ChejaraLuis P. PrietoMaría Jesús Rodríguez-TrianaAdolfo Ruiz-CallejaReet KasepaluIrene-Angelica ChountaBertrand Schneider,2023,https://link.springer.com/chapter/10.1007/978-3-031-42682-7_5,Conference paper
Automated summarization of software documents: an LLM-based multi-agent approach,Automated Software Engineering,,,,10.1007/s10515-025-00588-4,Duc S. H. NguyenMinh T. NguyenPhuong T. NguyenJuri Di RoccoDavide Di Ruscio,2026,https://link.springer.com/article/10.1007/s10515-025-00588-4,Article;;;
Effectiveness and cost-effectiveness of interventions to increase knowledge and awareness of attention deficit hyperactivity disorder: a systematic review,European Child & Adolescent Psychiatry,,,,10.1007/s00787-025-02646-4,Kaitlyn McKennaSithara Wanni Arachchige DonaLisa GoldTim J. SilkHa N. D. Le,2025,https://link.springer.com/article/10.1007/s00787-025-02646-4,Article;;;
Strengthening Collaborative Learning Through Structured Task Distribution: An Innovative Approach to&#xa0;"Group Projects,""Proceedings of the Future Technologies Conference (FTC) 2025, Volume 2"",,,,10.1007/978-3-032-07989-3_7,Livinus Obiora Nweke,2026,https://link.springer.com/chapter/10.1007/978-3-032-07989-3_7,Conference paper";;
Detecting non-verbal speech and gaze behaviours with multimodal data and computer vision to interpret effective collaborative learning interactions,Education and Information Technologies,,,,10.1007/s10639-023-12315-1,Qi ZhouWannapon SuraworachetMutlu Cukurova,2023,https://link.springer.com/article/10.1007/s10639-023-12315-1,Article;;;
Development of Open Government Data Assessment Instruments for Institutions in Indonesia,The International Conference on Information Systems and Intelligent Technologies,,,,10.1007/978-3-032-14750-9_33,Nenden Eva Meilani HerlinaMuharman LubisLuthfi Ramadan,2026,https://link.springer.com/chapter/10.1007/978-3-032-14750-9_33,Conference paper;;;
The Promise of Physiological Data in Collaborative Learning: A Systematic Literature Review,Responsive and Sustainable Educational Futures,,,,10.1007/978-3-031-42682-7_6,Wicaksono FebriantoroAndrea GauthierMutlu Cukurova,2023,https://link.springer.com/chapter/10.1007/978-3-031-42682-7_6,Conference paper;;;
Intelligent regulation of university faculty interdisciplinary collaboration networks based on complex network topology evolution and stochastic differential equations,Scientific Reports,,,,10.1038/s41598-025-18977-w,Sheng Ren,2025,https://link.springer.com/article/10.1038/s41598-025-18977-w,Article;;;
A theory-driven reflection on context-aware support for collaborative discussions in light of analytics, affordances, and platforms,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-021-09360-8,Carolyn RoséSanna Järvelä,2021,https://link.springer.com/article/10.1007/s11412-021-09360-8,Article;;;
Working on Weekends and Cursing Increases Performance: Measuring Team Success from WhatsApp Messages,Artificial Intelligence and Networks for a Sustainable Future,,,,10.1007/978-3-032-13458-5_13,Hannah ApelMatthias WlcekAlec VayloyanRodrigo González AlonsoJuan GarbajosaPeter A. Gloor,2026,https://link.springer.com/chapter/10.1007/978-3-032-13458-5_13,Chapter;;;
Human–Human and Human–System Collaborations Towards Creative Activities,Collaborations in Creativity,,,,10.1007/978-3-032-07753-0_1,Nathalie BonnardelFabien GirandolaAgnès Lellouche-GounonCynthia Lopez-BagousseKarima Toumi,2026,https://link.springer.com/chapter/10.1007/978-3-032-07753-0_1,Chapter;;;
Collaboration in virtual and remote laboratories for education: A systematic literature review,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-025-09454-7,Maéva KurtzAzzeddine BenabbouCatherine PonsJulien Broisin,2025,https://link.springer.com/article/10.1007/s11412-025-09454-7,Article;;;
Beyond One-to-One: Exploring a Multi-Tutor Peer-Assisted Learning Approach in Higher Education,HCI International 2025 – Late Breaking Papers,,,,10.1007/978-3-032-13174-4_9,Lingqi TanVilma GalstaunJessica ZanuttiniPeter Reimann,2026,https://link.springer.com/chapter/10.1007/978-3-032-13174-4_9,Conference paper;;;
Human Robot Collaboration,Artificial Intelligence for Safety and Reliability Engineering,,,,10.1007/978-3-031-71495-5_7,Mourad Benoussaad,2024,https://link.springer.com/chapter/10.1007/978-3-031-71495-5_7,Chapter;;;
Human-Centered Artificial Social Intelligence (HC-ASI),Handbook of Human-Centered Artificial Intelligence,,,,10.1007/978-981-97-8440-0_110-1,Hanxi PanWei XuMowei ShenZaifeng Gao,2026,https://link.springer.com/rwe/10.1007/978-981-97-8440-0_110-1,Living reference work entry;;;
Optimizing group formation with a mixed genetic algorithm: an empirical study in active reading using marker data,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-025-09452-9,Changhao LiangYuko ToyokawaHiroaki Ogata,2025,https://link.springer.com/article/10.1007/s11412-025-09452-9,Article;;;
Economic and societal impacts of publicly funded R&amp;D: evidence from project leaders in the Czech Republic,Future Business Journal,,,,10.1186/s43093-026-00806-9,Ulrike Michel-SchneiderMarkéta KühnelováMartin BunčekPetr Konvalinka,2026,https://link.springer.com/article/10.1186/s43093-026-00806-9,Article;;
Large language model tools as catalysts for collective cognition in collaborative new-product development: a quasi-experimental study,Humanities and Social Sciences Communications,,,,10.1057/s41599-026-06738-7,Deyin ZhangShijian LuoYue LiuXiyuan ZhangYuqi HuJianan ShenPeiqi YiKayu ZhaoWei Liu,2026,https://link.springer.com/article/10.1057/s41599-026-06738-7,Article;;;
Enhancing sustainability and efficiency in PPP-based municipal solid waste management: a comprehensive framework integrating success factors and barriers,Clean Technologies and Environmental Policy,,,,10.1007/s10098-026-03443-6,Deepak MishraRakhee Das,2026,https://link.springer.com/article/10.1007/s10098-026-03443-6,Article;;;
A multimodal representation framework for collaborative knowledge-building in an immersive astronomy simulation: using transmodal ordered network analysis,Educational technology research and development,,,,10.1007/s11423-025-10510-0,Yiqiu ZhouJina KangYeyu WangMuhammad Ashiq,2025,https://link.springer.com/article/10.1007/s11423-025-10510-0,Article;;;
Dynamic velocity scaling for industrial collaborative robots: a gaze-driven approach,Scientific Reports,,,,10.1038/s41598-025-34142-9,Matteo ManzardoFederico FraboniSofia MorandiniLuca GualtieriRenato VidoniLuca Pietrantoni,2026,https://link.springer.com/article/10.1038/s41598-025-34142-9,Article;;;
The “Netweave-Approach”—A Platform Combining Sociology, Resource Management and Psychology for Networking Conservation Stakeholders,Environmental Management,,,,10.1007/s00267-025-02268-1,Felix PrzesdzinkMarvin FredeFlorian Fiebelkorn,2025,https://link.springer.com/article/10.1007/s00267-025-02268-1,Article;;;
Trust as a design principle in human–robot collaboration: a review of explainable and adaptive control,Artificial Intelligence Review,,,,10.1007/s10462-026-11554-1,Abdelrahman T. ElgohrMaher RashadEman M. El-GendyWaleed ShaabanMahmoud M. Saafan,2026,https://link.springer.com/article/10.1007/s10462-026-11554-1,Article;;;
Establishing a fault management system for da Vinci robot-assisted laparoscopic surgery: identification, troubleshooting, and rapid resumption,Journal of Robotic Surgery,,,,10.1007/s11701-025-02651-4,Xiaofen YuXinyu WangWenwen HouZheng Wang,2025,https://link.springer.com/article/10.1007/s11701-025-02651-4,Article;;;
The effect of facial cue placement in virtual collaboration,Virtual Reality,,,,10.1007/s10055-026-01332-3,Theophilus TeoAllison JingChenkai ZhangMichael FrederickHeesook ShinYongho LeeYoun-Hee GilMark BillinghurstGun A. Lee,2026,https://link.springer.com/article/10.1007/s10055-026-01332-3,Article;;;
Perspective on Integral Communication,Integral Communication and Digital Identity,,,,10.1007/978-3-031-47460-6_4,Ozren RafajacAlen Jakupović,2024,https://link.springer.com/chapter/10.1007/978-3-031-47460-6_4,Chapter;;;
Do Designers Generate Ideas Better with a Team of Specialized AI Agents or a General AI Agent?,Cross-Cultural Design,,,,10.1007/978-3-031-93733-0_12,Yuxiang ChenYue ChenYu HanYudi Zhou,2025,https://link.springer.com/chapter/10.1007/978-3-031-93733-0_12,Conference paper;;;
Optimization of architectural design and construction with integrated BIM and PLM methodologies,Scientific Reports,,,,10.1038/s41598-024-75940-x,Shen ZhangYuchen TangYiquan ZouHao YangYufei ChenJin Liang,2024,https://link.springer.com/article/10.1038/s41598-024-75940-x,Article;;;
Fostering Collaborative Knowledge-Building and&#xa0;Resilience Through Player Discourse in&#xa0;Serious Games for&#xa0;Wildfire Preparedness,Serious Games,,,,10.1007/978-3-032-10518-9_11,Mario Escarce JuniorMj JohnsShivam ShuklaDarian LeeYiyang LuAnna ToledoTristyn LaiBridget HoKrithik DhandapaniKatherine IsbisterMagy Seif El-Nasr,2026,https://link.springer.com/chapter/10.1007/978-3-032-10518-9_11,Conference paper
Unveiling the nexus between quality and student engagement in web-based collaborative learning systems,Education and Information Technologies,,,,10.1007/s10639-024-12794-w,Na SuAbdullah Al MamunMohammad Nurul Hassan RezaQing YangMuhammad Mehedi Masud,2024,https://link.springer.com/article/10.1007/s10639-024-12794-w,Article;;;
Trust in&#xa0;Practice: Evaluating Third-Party Software in&#xa0;Large Organisational Procurement,Software Business,,,,10.1007/978-3-032-14518-5_6,Hannah LearMajdouline HamdiKim van LeussenAminul Didar IslamSlinger Jansen,2026,https://link.springer.com/chapter/10.1007/978-3-032-14518-5_6,Conference paper;
Emerging Trends in Cognitive Abilities and Their Impact on Human-Robot Collaboration: A Systematic Literature Review,International Journal of Social Robotics,,,,10.1007/s12369-026-01365-3,Nagore OsaGanix LasaMaitane MazmelaAinhoa ApraizOscar Escallada,2026,https://link.springer.com/article/10.1007/s12369-026-01365-3,Article;;;
Quantifying Collaboration Quality in Face-to-Face Classroom Settings Using MMLA,Collaboration Technologies and Social Computing,,,,10.1007/978-3-030-58157-2_11,Pankaj ChejaraLuis P. PrietoAdolfo Ruiz-CallejaMaría Jesús Rodríguez-TrianaShashi Kant ShankarReet Kasepalu,2020,https://link.springer.com/chapter/10.1007/978-3-030-58157-2_11,Conference paper;;;
Artificial Intelligence–Enhanced Scaffolding and Peer Collaboration in Culturally and Linguistically Diverse Classrooms: Evidence from Asia,Artificial Intelligence in Education and Academic Research,,,,10.1007/978-3-032-18392-7_9,D. Solomon Paul RajK. SarithaHariharasudan AnandhanMari Carmen Gil OrtegaS. SelvalakshmiM. Gopinath,2026,https://link.springer.com/chapter/10.1007/978-3-032-18392-7_9,Chapter;;;
Digital Learning Environments (Web-Based/Online),Thematic Synthesis of Educational Learning Environments,,,,10.1007/978-981-95-4326-7_5,Myint Swe KhineRekha Koul,2026,https://link.springer.com/chapter/10.1007/978-981-95-4326-7_5,Chapter;;;
Performance of publicly supported technology transfer offices in Türkiye: a DEA–MPI–GM(1,<i> N</i>) approach,The Journal of Technology Transfer,,,,10.1007/s10961-026-10335-w,Önder BelginBaşak Apaydın Avşar,2026,https://link.springer.com/article/10.1007/s10961-026-10335-w,Article;;;
Automated Detection of Students’ Gaze Interactions in Collaborative Learning Videos: A Novel Approach,Responsive and Sustainable Educational Futures,,,,10.1007/978-3-031-42682-7_34,Qi ZhouAmartya BhattacharyaWannapon SuraworachetHajime NagaharaMutlu Cukurova,2023,https://link.springer.com/chapter/10.1007/978-3-031-42682-7_34,Conference paper;;;
Continuous Medical Education in Developing Countries: Medicine Education,Handbook of Medical and Health Sciences in Developing Countries,,,,10.1007/978-3-030-74786-2_142-1,Yaser Mohammed Al-Worafi,2024,https://link.springer.com/rwe/10.1007/978-3-030-74786-2_142-1,Living reference work entry;;;
The role of hospital pharmacists in supporting the appropriate and safe use of CGT/ATMPs: a scoping review of current insights,BMC Health Services Research,,,,10.1186/s12913-024-12026-4,Junnan ShiXianwen ChenHao HuCarolina Oi Lam Ung,2025,https://link.springer.com/article/10.1186/s12913-024-12026-4,Article;;;
Graph-theoretical framework for analyzing student interaction networks: a formalized approach to classroom collaboration,Discover Education,,,,10.1007/s44217-025-01075-4,Najim OumelaidBrahim El BoukariJalila El Ghordaf,2025,https://link.springer.com/article/10.1007/s44217-025-01075-4,Article;;;
The use of distance-shortening strategies to enhance opportunistic collaboration in knowledge-building environments,Educational technology research and development,,,,10.1007/s11423-024-10389-3,Yujie ChenYibing Zhang,2024,https://link.springer.com/article/10.1007/s11423-024-10389-3,Article;;;
The AgriTech Revolution: Linking Industry 4.0 with IoT, Big Data, AR, VR, and Blockchain in Agriculture,International Conference on Systems and Technologies for Smart Agriculture,,,,10.1007/978-981-97-5157-0_72,Reek RoyShreea BoseSnehashis KayalMD Tausif MallickPradipto SahaUtsho Banerjee,2024,https://link.springer.com/chapter/10.1007/978-981-97-5157-0_72,Conference paper;;;
Performance expectancy of E-learning on higher institutions of education under uncertain conditions: Indonesia context,Education and Information Technologies,,,,10.1007/s10639-022-11074-9,Raden Edi SewandonoArmanu ThoyibDjumilah HadiwidjojoAinur Rofiq,2022,https://link.springer.com/article/10.1007/s10639-022-11074-9,Article;;;
A survey on large language models driven meta-optimizers for automated intelligent optimization,Artificial Intelligence Review,,,,10.1007/s10462-025-11470-w,Yan ZhengLida ZhangKaiwen LiRui WangWenhua LiTao ZhangQingfu ZhangYaochu Jin,2026,https://link.springer.com/article/10.1007/s10462-025-11470-w,Article;;;
The Design of NLP-Enabled Information Systems to Support Multiprofessional Teams in&#xa0;Palliative Care Case Reviews,Group Decision and Negotiation,,,,10.1007/s10726-026-09985-w,Oliver Meindl,2026,https://link.springer.com/article/10.1007/s10726-026-09985-w,Article;;
How to face the problems leading to social negative emotions: a study on emotion regulation in online collaborative learning,BMC Psychology,,,,10.1186/s40359-025-03432-2,Dan LiuYing Ding,2025,https://link.springer.com/article/10.1186/s40359-025-03432-2,Article;;;
Editorial for EAIT issue 4, 2023,Education and Information Technologies,,,,10.1007/s10639-023-11746-0,Arthur Tatnall,2023,https://link.springer.com/article/10.1007/s10639-023-11746-0,Article;;;
Collaboration strategies affecting implementation of a cross-systems intervention for child welfare and substance use treatment: a mixed methods analysis,Implementation Science Communications,,,,10.1186/s43058-024-00666-w,Emmeline ChuangAlicia BungerRebecca SmithAmanda GirthRebecca PhillipsEdward MiechKathryn LancasterJared MartinFawn GadelMarla HimmegerJen McClellanJennifer MillisorTina WillauerByron J. PowellElinam DellorGregory A. Aarons,2024,https://link.springer.com/article/10.1186/s43058-024-00666-w,Article;;;
Comparing the effects of a collaboration script and collaborative reflection on promoting knowledge about good collaboration and effective interaction,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-024-09430-7,Sebastian StraußIsis TunnigkeitJulia EberleArlind AvdullahuNikol Rummel,2024,https://link.springer.com/article/10.1007/s11412-024-09430-7,Article;;;
Taking a stance in the process of learning: Developing perspectival understandings through knowledge co-construction during synchronous computer-mediated classroom discussion,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-023-09416-x,Hannah ParkDiane L. SchallertKyle M. WilliamsRachel E. GainesJeonghyun LeeEunjeong Choi,2024,https://link.springer.com/article/10.1007/s11412-023-09416-x,Article;;;
Navigating News and&#xa0;Novels: TextMinR’s Visual AI for&#xa0;Austrian Students,Innovation via Collaborative Learning in Engineering Education,,,,10.1007/978-3-032-18888-5_17,Alexandra PosekanyMelissa WallpachSimon GaoDominik Dolezal,2026,https://link.springer.com/chapter/10.1007/978-3-032-18888-5_17,Conference paper;
Does effectiveness of digital accounting system intensify sustainable business model innovation with mediating role of digital business ecosystem?,Journal of Innovation and Entrepreneurship,,,,10.1186/s13731-024-00444-x,Pham Quang HuyVu Kien Phuc,2025,https://link.springer.com/article/10.1186/s13731-024-00444-x,Article;;;
Strengthening Supply Chain Resilience Through Emerging Technologies: Insights from Artificial Intelligence, the Internet of Things, and Blockchain,Big Data: Modern Tools and Techniques,,,,10.1007/978-3-032-08765-2_28,Erraji NouraBenseddik Hafida,2026,https://link.springer.com/chapter/10.1007/978-3-032-08765-2_28,Chapter;;;
Zooming in: The role of nonverbal behavior in sensing the quality of collaborative group engagement,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-024-09422-7,Lisa PanethLoris T. JeitzinerOliver RackKlaus OpwisCarmen Zahn,2024,https://link.springer.com/article/10.1007/s11412-024-09422-7,Article;;;
"Do Teachers Find Dashboards Trustworthy, Actionable and Useful? A Vignette Study Using a Logs and Audio Dashboard,""Technology, Knowledge and Learning"",,,,10.1007/s10758-021-09522-5,Reet KasepaluPankaj ChejaraLuis P. PrietoTobias Ley,2021,https://link.springer.com/article/10.1007/s10758-021-09522-5,Article";;;
Investigating the Factors Influencing Collaborative Problem-Solving in Chemistry Education: A Cross-National Study of German and Chinese Students,International Journal of Science and Mathematics Education,,,,10.1007/s10763-025-10629-9,Yike YingRüdiger Tiemann,2026,https://link.springer.com/article/10.1007/s10763-025-10629-9,Article;;;
Editorial notes: Extending perennial topics in CSCL,International Journal of Computer-Supported Collaborative Learning,,,,10.1007/s11412-025-09455-6,Michael BakerPeter Reimann,2025,https://link.springer.com/article/10.1007/s11412-025-09455-6,Article;;;
